name,age,country,year,Date_Given,sports,gold_medal,silver_medal,brone_medal,total_medal
NinaZhivanevskaya,19.0,Australia,2000,2000-10-01,Swimming,0,1,0,1
MartijnZuijdweg,24.0,United States,2000,2000-10-01,Swimming,0,0,1,1
GuillaumeBastille,28.0,Netherlands,2000,2000-10-01,Swimming,0,0,1,1
AllisonBaver,23.0,Spain,2000,2000-10-01,Swimming,0,0,1,1
SimonCho,23.0,Netherlands,2000,2000-10-01,Swimming,0,0,1,1
KimberlyDerrick,24.0,Canada,2010,2010-02-28,Short-Track Speed Skating,1,0,0,1
AlyDudek,29.0,United States,2010,2010-02-28,Short-Track Speed Skating,0,0,1,1
AriannaFontana,18.0,United States,2010,2010-02-28,Short-Track Speed Skating,0,0,1,1
LanaGehring,24.0,United States,2010,2010-02-28,Short-Track Speed Skating,0,0,1,1
JessicaGregg,19.0,United States,2010,2010-02-28,Short-Track Speed Skating,0,0,1,1
GwakYunGi,19.0,Italy,2010,2010-02-28,Short-Track Speed Skating,0,0,1,1
FranoisHamelin,19.0,United States,2010,2010-02-28,Short-Track Speed Skating,0,0,1,1
TravisJayner,21.0,Canada,2010,2010-02-28,Short-Track Speed Skating,0,1,0,1
OlivierJean,20.0,South Korea,2010,2010-02-28,Short-Track Speed Skating,0,1,0,1
KimSeongIl,23.0,Canada,2010,2010-02-28,Short-Track Speed Skating,1,0,0,1
LeeEunByeol,27.0,United States,2010,2010-02-28,Short-Track Speed Skating,0,0,1,1
JordanMalone,25.0,Canada,2010,2010-02-28,Short-Track Speed Skating,1,0,0,1
KalynaRoberge,19.0,South Korea,2010,2010-02-28,Short-Track Speed Skating,0,1,0,1
SunLinlin,18.0,South Korea,2010,2010-02-28,Short-Track Speed Skating,0,1,0,1
TaniaVicent,25.0,United States,2010,2010-02-28,Short-Track Speed Skating,0,0,1,1
ZhangHui,23.0,Canada,2010,2010-02-28,Short-Track Speed Skating,0,1,0,1
ricBdard,21.0,China,2010,2010-02-28,Short-Track Speed Skating,1,0,0,1
ByeonCheonSa,34.0,Canada,2010,2010-02-28,Short-Track Speed Skating,0,1,0,1
MartaCapurso,21.0,China,2010,2010-02-28,Short-Track Speed Skating,1,0,0,1
AriannaFontana,29.0,Canada,2006,2006-02-26,Short-Track Speed Skating,0,1,0,1
GangYunMi,18.0,South Korea,2006,2006-02-26,Short-Track Speed Skating,1,0,0,1
JonathanGuilmette,25.0,Italy,2006,2006-02-26,Short-Track Speed Skating,0,0,1,1
CharlesHamelin,15.0,Italy,2006,2006-02-26,Short-Track Speed Skating,0,0,1,1
AlexIzykowski,18.0,South Korea,2006,2006-02-26,Short-Track Speed Skating,1,0,0,1
JeonDaHye,27.0,Canada,2006,2006-02-26,Short-Track Speed Skating,0,1,0,1
JPKepka,21.0,Canada,2006,2006-02-26,Short-Track Speed Skating,0,1,0,1
AlannaKraus,22.0,United States,2006,2006-02-26,Short-Track Speed Skating,0,0,1,1
LiJiajun,22.0,South Korea,2006,2006-02-26,Short-Track Speed Skating,1,0,0,1
OSeJong,21.0,United States,2006,2006-02-26,Short-Track Speed Skating,0,0,1,1
AmandaOverland,28.0,Canada,2006,2006-02-26,Short-Track Speed Skating,0,1,0,1
EvgeniyaRadanova,30.0,China,2006,2006-02-26,Short-Track Speed Skating,0,0,1,1
KalynaRoberge,23.0,South Korea,2006,2006-02-26,Short-Track Speed Skating,1,0,0,1
SeoHoJin,24.0,Canada,2006,2006-02-26,Short-Track Speed Skating,0,1,0,1
RustySmith,28.0,Bulgaria,2006,2006-02-26,Short-Track Speed Skating,0,1,0,1
SongSeogU,19.0,Canada,2006,2006-02-26,Short-Track Speed Skating,0,1,0,1
MathieuTurcotte,22.0,South Korea,2006,2006-02-26,Short-Track Speed Skating,1,0,0,1
TaniaVicent,26.0,United States,2006,2006-02-26,Short-Track Speed Skating,0,0,1,1
YangYangA,22.0,South Korea,2006,2006-02-26,Short-Track Speed Skating,1,0,0,1
KatiaZini,29.0,Canada,2006,2006-02-26,Short-Track Speed Skating,0,1,0,1
MaraZini,30.0,Canada,2006,2006-02-26,Short-Track Speed Skating,0,1,0,1
AnYulong,29.0,China,2006,2006-02-26,Short-Track Speed Skating,0,0,1,1
MicheleAntonioli,24.0,Italy,2006,2006-02-26,Short-Track Speed Skating,0,0,1,1
ricBdard,26.0,Italy,2006,2006-02-26,Short-Track Speed Skating,0,0,1,1
StevenBradbury,23.0,China,2002,2002-02-24,Short-Track Speed Skating,0,0,1,1
MaurizioCarnino,25.0,Italy,2002,2002-02-24,Short-Track Speed Skating,0,1,0,1
FabioCarta,25.0,Canada,2002,2002-02-24,Short-Track Speed Skating,1,0,0,1
IsabelleCharest,28.0,Australia,2002,2002-02-24,Short-Track Speed Skating,1,0,0,1
ChoiMinKyung,26.0,Italy,2002,2002-02-24,Short-Track Speed Skating,0,1,0,1
MarieEveDrolet,24.0,Italy,2002,2002-02-24,Short-Track Speed Skating,0,1,0,1
FengKai,31.0,Canada,2002,2002-02-24,Short-Track Speed Skating,0,0,1,1
NicolaFranceschina,19.0,South Korea,2002,2002-02-24,Short-Track Speed Skating,1,0,0,1
AmlieGouletNadon,20.0,Canada,2002,2002-02-24,Short-Track Speed Skating,0,0,1,1
GuoWei,23.0,China,2002,2002-02-24,Short-Track Speed Skating,0,0,1,1
JuMinJin,24.0,Italy,2002,2002-02-24,Short-Track Speed Skating,0,1,0,1
AlannaKraus,19.0,Canada,2002,2002-02-24,Short-Track Speed Skating,0,0,1,1
LiYe,18.0,China,2002,2002-02-24,Short-Track Speed Skating,0,0,1,1
ParkHyeWon,18.0,South Korea,2002,2002-02-24,Short-Track Speed Skating,1,0,0,1
NicolaRodigari,24.0,Canada,2002,2002-02-24,Short-Track Speed Skating,0,0,1,1
RustySmith,18.0,China,2002,2002-02-24,Short-Track Speed Skating,0,0,1,1
SunDandan,18.0,South Korea,2002,2002-02-24,Short-Track Speed Skating,1,0,0,1
FranoisLouisTremblay,20.0,Italy,2002,2002-02-24,Short-Track Speed Skating,0,1,0,1
TaniaVicent,22.0,United States,2002,2002-02-24,Short-Track Speed Skating,0,0,1,1
DanielaAnschtzThoms,23.0,China,2002,2002-02-24,Short-Track Speed Skating,0,1,0,1
JanBlokhuijsen,21.0,Canada,2002,2002-02-24,Short-Track Speed Skating,1,0,0,1
HvardBkko,26.0,Canada,2002,2002-02-24,Short-Track Speed Skating,0,0,1,1
BobdeJong,35.0,Germany,2010,2010-02-28,Speed Skating,1,0,0,1
AnniFriesingerPostma,20.0,Netherlands,2010,2010-02-28,Speed Skating,0,0,1,1
AnnetteGerritsen,23.0,Norway,2010,2010-02-28,Speed Skating,0,0,1,1
MathieuGiroux,33.0,Netherlands,2010,2010-02-28,Speed Skating,0,0,1,1
BrianHansen,33.0,Germany,2010,2010-02-28,Speed Skating,1,0,0,1
MasakoHozumi,24.0,Netherlands,2010,2010-02-28,Speed Skating,0,1,0,1
ClaraHughes,24.0,Canada,2010,2010-02-28,Speed Skating,1,0,0,1
JojiKato,19.0,United States,2010,2010-02-28,Speed Skating,0,1,0,1
NaoKodaira,23.0,Japan,2010,2010-02-28,Speed Skating,0,1,0,1
JonathanKuck,37.0,Canada,2010,2010-02-28,Speed Skating,0,0,1,1
SimonKuipers,25.0,Japan,2010,2010-02-28,Speed Skating,0,0,1,1
LeeSangHwa,23.0,Japan,2010,2010-02-28,Speed Skating,0,1,0,1
LucasMakowsky,19.0,United States,2010,2010-02-28,Speed Skating,0,1,0,1
TrevorMarsicano,27.0,Netherlands,2010,2010-02-28,Speed Skating,0,0,1,1
KatrinMattscherodt,20.0,South Korea,2010,2010-02-28,Speed Skating,1,0,0,1
DennyMorrison,22.0,Canada,2010,2010-02-28,Speed Skating,1,0,0,1
KeiichiroNagashima,20.0,United States,2010,2010-02-28,Speed Skating,0,1,0,1
ChristineNesbitt,28.0,Germany,2010,2010-02-28,Speed Skating,1,0,0,1
MakiTabata,24.0,Canada,2010,2010-02-28,Speed Skating,1,0,0,1
LaurinevanRiessen,27.0,Japan,2010,2010-02-28,Speed Skating,0,1,0,1
WangBeixing,24.0,Canada,2010,2010-02-28,Speed Skating,1,0,0,1
KatarzynaWjcickaBachledaCurus,35.0,Japan,2010,2010-02-28,Speed Skating,0,1,0,1
JennyWolf,22.0,Netherlands,2010,2010-02-28,Speed Skating,0,0,1,1
KatarzynaWozniak,24.0,China,2010,2010-02-28,Speed Skating,0,0,1,1
IreenWst,30.0,Poland,2010,2010-02-28,Speed Skating,0,0,1,1
LuizaZlotkowska,31.0,Germany,2010,2010-02-28,Speed Skating,0,1,0,1
YekaterinaAbramova,20.0,Poland,2010,2010-02-28,Speed Skating,0,0,1,1
MatteoAnesi,23.0,Netherlands,2010,2010-02-28,Speed Skating,1,0,0,1
DanielaAnschtzThoms,23.0,Poland,2010,2010-02-28,Speed Skating,0,0,1,1
VarvaraBarysheva,23.0,Russia,2006,2006-02-26,Speed Skating,0,0,1,1
SvetlanaBoyarkinaZhurova,21.0,Italy,2006,2006-02-26,Speed Skating,1,0,0,1
ArneDankers,31.0,Germany,2006,2006-02-26,Speed Skating,1,0,0,1
BobdeJong,28.0,Russia,2006,2006-02-26,Speed Skating,0,0,1,1
StefanoDonagrandi,34.0,Russia,2006,2006-02-26,Speed Skating,1,0,0,1
DmitryDorofeyev,25.0,Canada,2006,2006-02-26,Speed Skating,0,1,0,1
StevenElm,29.0,Netherlands,2006,2006-02-26,Speed Skating,1,0,0,1
RenateGroenewold,29.0,Italy,2006,2006-02-26,Speed Skating,1,0,0,1
LeeGangSeok,29.0,Russia,2006,2006-02-26,Speed Skating,0,1,0,1
GalinaLikhachova,30.0,Canada,2006,2006-02-26,Speed Skating,0,1,0,1
YekaterinaLobysheva,29.0,Netherlands,2006,2006-02-26,Speed Skating,0,1,0,1
DennyMorrison,20.0,South Korea,2006,2006-02-26,Speed Skating,0,0,1,1
ChristineNesbitt,28.0,Russia,2006,2006-02-26,Speed Skating,0,0,1,1
LucilleOpitz,20.0,Russia,2006,2006-02-26,Speed Skating,0,0,1,1
JasonParker,20.0,Canada,2006,2006-02-26,Speed Skating,0,1,0,1
ShannonRempel,20.0,Canada,2006,2006-02-26,Speed Skating,0,1,0,1
RenHui,28.0,Germany,2006,2006-02-26,Speed Skating,1,0,0,1
RintjeRitsma,30.0,Canada,2006,2006-02-26,Speed Skating,0,1,0,1
IppolitoSanfratello,21.0,Canada,2006,2006-02-26,Speed Skating,0,1,0,1
MarianneTimmer,22.0,China,2006,2006-02-26,Speed Skating,0,0,1,1
MarkTuitert,35.0,Netherlands,2006,2006-02-26,Speed Skating,0,0,1,1
SabineVlker,32.0,Italy,2006,2006-02-26,Speed Skating,1,0,0,1
SvetlanaVysokova,31.0,Netherlands,2006,2006-02-26,Speed Skating,1,0,0,1
WangManli,25.0,Netherlands,2006,2006-02-26,Speed Skating,0,0,1,1
JustinWarsylewicz,32.0,Germany,2006,2006-02-26,Speed Skating,1,0,0,1
JensBoden,33.0,Russia,2006,2006-02-26,Speed Skating,0,0,1,1
JanBos,32.0,China,2006,2006-02-26,Speed Skating,0,1,0,1
KipCarpenter,20.0,Canada,2006,2006-02-26,Speed Skating,0,1,0,1
JoeyCheek,23.0,Germany,2002,2002-02-24,Speed Skating,0,0,1,1
CaseyFitzRandolph,26.0,Netherlands,2002,2002-02-24,Speed Skating,0,1,0,1
AnniFriesingerPostma,22.0,United States,2002,2002-02-24,Speed Skating,0,0,1,1
MoniqueGarbrechtEnfeldt,22.0,United States,2002,2002-02-24,Speed Skating,0,0,1,1
RenateGroenewold,27.0,United States,2002,2002-02-24,Speed Skating,1,0,0,1
ClaraHughes,25.0,Germany,2002,2002-02-24,Speed Skating,1,0,0,1
CindyKlassen,33.0,Germany,2002,2002-02-24,Speed Skating,0,1,0,1
